-0.025519,0.00065763,-0.014514
-0.024392,0.018806,-0.1192
0.096464,0.02691,0.0077355
-0.045605,-0.047442,0.16429
-0.088623,-0.084498,0.0026299
-0.0082698,0.027638,-0.16974
-0.079255,0.075459,-0.051481
0.043546,0.029023,0.17188
0.052196,0.026734,0.08613
0.065755,0.022196,0.013562
0.045784,0.036675,0.19724
-0.013907,0.018554,-0.044671
0.058779,-0.087942,-0.34517
0.020929,-0.036461,-0.056091
-0.047472,0.056013,0.077364
-0.024714,0.0050642,-0.010269
0.1038,0.018581,0.067142
-0.0094805,-0.019626,0.01775
-0.038586,-0.030174,-0.04505
0.0052752,0.072755,-0.15285
-0.12401,0.017123,-0.064514
0.029171,0.0037122,0.16284
0.039859,-0.0010675,0.060759
-0.061727,-0.049924,0.013008
-0.043036,0.0012026,-0.13384
0.01615,-0.052567,-0.13947
0.072854,-0.051832,0.12602
-0.052368,0.032621,0.01611
-0.0048602,-0.024989,0.01271
-0.0010527,-0.024085,0.13736
-0.01928,0.037032,0.043001
0.089484,0.0071473,-0.023666
-0.0012992,0.045176,-0.18815
0.077354,0.064542,-0.023744
0.044102,0.00014964,0.095626
-0.10053,-0.019515,0.070631
0.00069216,-0.0025821,0.23069
-0.009103,0.095738,-0.26752
0.032851,0.033238,-0.10593
-0.0076244,-0.067605,0.33574
-0.12083,0.012662,-0.077567
-0.029968,-0.045014,-0.1425
0.021406,-0.034894,-0.28064
0.039811,0.02255,-0.12143
-0.001114,-0.096112,0.16342
-0.081001,-0.084541,0.017944
-0.0075761,-0.0032236,0.036401
0.10119,0.097168,-0.013269
0.15677,0.11492,0.4789
0.089509,0.011205,0.39011
-0.10317,0.031625,-0.45604
-0.10533,-0.039972,-0.32932
-0.053374,-0.070699,-0.092869
0.01553,0.018388,-0.029931
0.083109,-0.08099,0.10812
-0.047662,-0.049172,0.16653
-0.0033058,0.060953,0.047366
0.063556,0.020191,-0.1155
-0.013154,0.091668,0.055112
-0.023996,0.011704,0.050338
0.018637,-0.066837,0.098437
0.02905,0.055272,-0.026723
-0.046455,-0.045863,-0.22848
-0.068231,-0.078682,0.1541
-0.012629,-0.0019311,0.1598
0.064522,-0.0084232,-0.058634
0.0095394,-0.020239,-0.081667
0.020632,-0.039673,-0.083262
0.052996,0.063589,0.040019
-0.042824,0.060592,0.11185
0.00067114,0.0091007,-0.0095677
-0.035602,-0.031446,-0.2519
-0.11319,-0.044106,-0.11252
-0.058221,0.066097,0.040947
0.064707,-0.046886,-0.080935
0.044004,-0.0071135,-0.08284
-0.097188,0.10247,-0.028347
-0.055582,-0.019748,0.42846
0.012933,-0.049182,0.39001
0.054135,-0.062918,-0.10573
0.032857,0.0052609,-0.068487
0.055286,-0.013916,-0.38817
0.073188,-0.031703,-0.10984
0.035556,0.10547,0.25242
-0.0279,0.036555,-0.28067
-0.080132,-0.067526,0.25682
0.075551,0.0055219,0.37122
0.004969,0.10319,-0.41856
-0.037779,-0.011405,-0.32462
0.0064579,-0.083325,-0.10777
-0.074371,0.024639,0.070847
0.1464,-0.010741,0.11259
0.10291,-0.0059029,0.013343
-0.11904,0.03373,0.04515
-0.027902,-0.026323,0.065656
-0.037442,0.012346,0.20348
0.026966,0.031491,0.17387
0.064844,-0.014684,-0.01307
-0.025585,-0.010941,-0.13416
0.014557,-0.051845,0.05082
-0.053184,0.023892,0.089225
-0.087279,0.068866,-0.26335
-0.060095,-0.043026,-0.02868
0.070124,0.045107,0.11141
0.11482,0.043115,-0.21835
-0.10242,-0.019176,-0.099336
0.0032177,0.0053149,0.1204
0.041805,-0.034876,0.17366
-0.03263,0.01817,0.013287
0.026011,-0.042687,-0.0079176
-0.011982,0.036623,0.063487
0.077727,0.12827,-0.10258
-0.010413,-0.052553,-0.015103
-0.053476,-0.040707,0.12845
0.057434,-0.054308,0.29605
0.0058806,0.0039325,-0.20536
-0.027524,0.023813,-0.49481
-0.030456,-0.084077,0.50974
0.018083,0.040447,0.23923
-0.085894,-0.026149,-0.56751
-0.036262,-0.0027963,-0.30132
0.1513,0.093995,0.085694
0.023615,-0.073515,0.19854
-0.041939,-0.051024,-0.088646
0.00048829,-0.014249,-0.013227
-0.016541,-0.038214,0.10677
-0.011379,0.031537,0.028543
-0.049973,0.017208,0.17554
-0.0437,-0.00067663,0.15834
-0.0082535,0.018659,0.005535
-0.065712,-0.0071912,-0.22316
0.050537,0.017034,0.11226
0.037987,0.0668,0.20351
-0.12108,-0.0196,-0.43917
0.086941,-0.099966,-0.071795
0.12535,-0.0015749,0.27847
-0.089985,0.067178,0.050486
0.021951,-0.005167,0.055256
0.12606,-0.0074791,-0.15546
-0.062922,0.031451,0.0071178
-0.06248,-0.011394,0.099502
0.10217,0.0025346,-0.061228
-0.0016819,-0.093305,0.13804
-0.19641,-0.064388,-0.032737
-0.070761,0.17297,-0.089189
0.093375,-0.020776,0.056518
-0.02734,-0.061882,-0.084567
0.0023495,0.092559,-0.018817
0.073788,-0.070411,0.018284
0.0040187,0.0093325,-0.17354
0.005901,0.037493,0.058339
0.042374,-0.033489,0.56941
0.025645,0.035365,0.028123
-0.056808,0.0022653,-0.57853
0.039897,-0.029699,-0.096711
0.040798,-0.089435,0.063193
-0.085011,0.0019991,-0.020181
-0.012367,0.061286,-0.042843
0.051397,0.049193,-0.13293
0.0059079,0.059924,0.10656
-0.04221,-0.066355,0.036909
0.047157,0.039487,-0.009396
0.047343,0.079989,0.22314
0.030463,-0.040159,-0.0026341
0.083447,-0.074185,-0.028685
-0.11133,-0.050142,0.043326
-0.10276,0.043763,-0.12466
0.078101,-0.0015315,0.027112
-0.041528,0.0063962,0.061737
-0.048168,-0.042641,-0.10357
0.010586,-0.085787,-0.048119
0.011686,0.07041,0.078854
0.059809,0.051979,0.021029
-0.04724,0.028513,-0.10205
0.014463,0.0005236,-0.0020417
0.063693,-0.080977,0.12118
-0.1136,-0.023596,-0.15721
-0.015275,0.035844,-0.035305
0.04212,0.023525,0.45453
0.015127,0.0086412,-0.0085256
0.053939,0.045328,-0.37597
-0.074669,0.070155,-0.07048
-0.01662,0.059403,0.037138
-0.023897,-0.02167,0.016436
-0.093379,-0.041671,0.041417
0.080669,-0.068806,-0.020761
0.040002,-0.14975,-0.091877
0.0021822,0.036356,0.050536
0.046281,0.10156,0.00046628
0.034761,-0.0053941,-0.14054
0.042208,0.051889,0.073121
0.0069797,0.00029415,0.15445
-0.022744,-0.05571,-0.10399
-0.083805,-0.014883,-0.049822
-0.013746,-0.0019082,0.21114
0.050677,-0.0015567,0.13004
0.046602,-0.043649,0.042848
0.020411,-0.026422,0.034781
-0.028773,0.10072,0.024359
0.11351,0.092967,-0.053402
0.047987,-0.067767,-0.21451
-0.13764,-0.11343,-0.048821
-0.050779,-0.040706,0.14027
-0.039265,0.020726,0.1539
-0.078129,-0.024404,0.061756
-0.005339,-0.023323,-0.19111
0.044635,0.063208,-0.10564
0.087522,-0.019299,0.042611
0.019493,-0.097475,-0.01297
-0.079574,0.069256,-0.089144
0.035867,0.12063,-0.046271
0.035771,-0.060149,0.12434
-0.0012272,-0.0034992,0.10306
0.092161,0.083043,0.15325
-0.033465,-0.042068,-0.070394
-0.08379,-0.0077507,-0.05937
0.044632,0.057867,0.12405
0.018124,0.0030129,-0.27471
-0.1063,-0.033577,-0.18892
-0.040965,0.0012689,-0.13494
0.1036,0.042034,-0.12045
-0.065299,0.041303,0.35382
0.0033084,0.020939,0.30762
0.095013,-0.031578,-0.2337
-0.091939,-0.021552,-0.022462
-0.065081,-0.0063383,0.50639
-0.043982,0.023357,-0.16586
0.048071,-0.020389,-0.40621
-0.048833,-0.073554,-0.020283
0.024036,0.014805,-0.16507
0.18751,-0.016188,0.16883
-0.10924,-0.041692,0.23476
-0.062368,0.0046507,-0.14274
0.00060176,0.091743,-0.033648
0.020476,0.12787,0.0029472
0.047467,-0.039612,-0.0016835
-0.057031,-0.12959,-0.086442
0.02446,-0.085816,-0.14247
-0.086132,-0.06609,0.097815
-0.066001,-0.021002,0.15547
0.082032,0.058114,0.053318
0.0048119,0.028231,-0.039221
0.044582,0.065474,-0.040022
0.07879,0.040932,0.10234
0.011927,-0.063785,0.16684
-0.01184,0.058756,-0.013464
-0.089465,-0.010211,-0.13071
-0.078844,-0.054086,0.090945
0.024843,0.095502,0.15219
0.07538,0.0087889,-0.022249
0.19621,-0.034092,-0.075257
0.057298,0.010251,-0.055428
-0.15606,-0.031627,0.025774
0.0028994,-0.02849,-0.076142
0.02393,-0.055424,0.096912
-0.012548,0.0019944,0.35212
0.067477,0.12222,-0.37371
-0.0061492,-0.0018158,-0.56143
-0.027914,-0.042215,0.16899
-0.0054404,-0.010178,0.14254
-0.0047323,0.0010637,-0.043761
0.012056,0.077937,-0.031426
-0.021435,-0.038525,-0.16741
0.021215,-0.0028697,0.025725
-0.02277,0.043856,0.37602
-0.090546,-0.067936,0.40329
0.029422,-0.00091088,-0.018476
0.0056223,-0.0077569,-0.37
0.036008,-0.0040984,-0.36957
0.046252,-0.020105,-0.060973
-0.12069,-0.036543,0.21866
-0.033482,0.040957,0.072019
0.01709,0.031604,-0.0092526
0.044785,0.063823,-0.023538
0.031379,0.015779,0.053925
0.014763,0.0054155,0.046727
0.14384,-0.017161,-0.023292
0.017331,-0.065881,0.080781
-0.022925,-0.016679,-0.031891
-0.11835,-0.073203,-0.056227
-0.1512,0.0046763,-0.053167
0.10878,-0.008941,0.017386
0.029764,-0.044732,0.11737
-0.057543,0.073316,0.0010411
-0.011148,-0.026433,-0.028236
-0.038979,-0.032029,0.025783
-0.046557,-0.018045,0.052013
0.0065693,0.041481,-0.054566
0.056573,0.10931,0.080722
-0.041019,-0.01296,0.11672
-0.043614,0.050595,-0.08793
0.012284,0.043127,-0.14817
0.00046991,-0.021152,-0.14254
0.070539,-0.011728,0.10425
3.6236e-005,-0.05893,0.12522
-0.078272,-0.01911,0.15741
0.056784,0.024846,0.028605
6.6349e-005,0.0040266,-0.14895
-0.083935,-0.084256,-0.0030506
0.050194,0.02617,-0.22813
0.11308,0.11912,-0.038774
0.031479,-0.070426,0.053298
-0.070415,-0.014878,-0.0892
0.019212,0.052505,0.10182
0.0036982,-0.053,0.054312
-0.068401,-0.071992,0.11027
0.026975,-0.087805,-0.030812
-0.024242,0.082714,-0.13057
0.04684,0.12908,0.025522
0.066102,-0.06346,0.11797
-0.084693,-0.014596,0.21558
0.0031074,0.036049,-0.17903
0.081164,-0.0099867,-0.24754
